"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"real",0.182,0.123,0.057,0.122,0.083,0.061,0.111,0.1,0.036,0.122,0.132,0.178,0.128,0.072,0.125,0.198,0.135,0.069,0.134,0.119,0.065,0.163,0.172,0.103
"weighted_ff",0.149086377704415,0.124101111187216,0.0876324873481042,0.0727204256770355,0.0839738443849232,0.0862212651223187,0.0758800576907642,0.0769045883509599,0.1023008393011,0.162499008811667,0.222422665806767,0.192243217194817,0.0878065253560768,0.0647115698805785,0.158290728530026,0.206721980669575,0.140223032388352,0.0793006915271768,0.0891005026619779,0.108234109783062,0.115385811636076,0.13931624049251,0.162509088675314,0.161608471360728
"naive_combi_ff",0.133227386952333,0.0932816487421928,0.0819678460334837,0.0938179427869897,0.0883336376910608,0.0836277858116165,0.0922536949888581,0.0865319872087413,0.0858703223529595,0.134179608287399,0.156448323327012,0.131348247622201,0.0970449762784247,0.0834730134978087,0.127257707469983,0.154775848451346,0.123515955967842,0.103291091607655,0.0866262393120386,0.105155720900902,0.105687740824398,0.118982370169296,0.143810611473617,0.103150644200844
"selected_ff",0.149073719587229,0.124127417025927,0.0876398298919538,0.0726923085084778,0.0839657703014716,0.0862233069501058,0.0758603663329394,0.0768899084800453,0.102318339560753,0.16250353826662,0.22245610741013,0.192284075396591,0.0877931091196917,0.0646888526640398,0.158301573055375,0.206736615656324,0.140225769317674,0.0792671685344506,0.0890991970601839,0.108227585580854,0.115385955178437,0.139317797539929,0.162495241291254,0.161656403503728
"oracle_ff",0.160666494571413,0.103380470608324,0.0690621952921095,0.104578103675483,0.100517923402875,0.080089824185594,0.0955477057122834,0.102858950146392,0.082341881518872,0.164541460241985,0.210058666035018,0.142515173547452,0.0987106710426372,0.0952051462894542,0.150421099161045,0.200565644302617,0.133773621216177,0.121900929793966,0.0977605783036831,0.120684605466481,0.111483844664277,0.14003306629427,0.189129696022588,0.119490123780495
"auto_arima_forec",0.136044706194552,0.109676923318347,0.117023041318557,0.125113010488741,0.117023041318557,0.116098473413393,0.126731004322778,0.114249337603065,0.117485325271139,0.135052115469254,0.14129294882911,0.132740695706344,0.128580140133106,0.114249337603065,0.135514399421836,0.130198133967143,0.141524090805401,0.128811282109397,0.112169059816446,0.128348998156815,0.125113010488741,0.124650726536159,0.139906096971364,0.113555911674192
"ets_forec",0.160666494571413,0.103380470608324,0.0690621952921095,0.104578103675483,0.100517923402875,0.080089824185594,0.0955477057122834,0.102858950146392,0.082341881518872,0.164541460241985,0.210058666035018,0.142515173547452,0.0987106710426372,0.0952051462894542,0.150421099161045,0.200565644302617,0.133773621216177,0.121900929793966,0.0977605783036831,0.120684605466481,0.111483844664277,0.14003306629427,0.189129696022588,0.119490123780495
"nnetar_forec",0.12410609670955,0.107116217403254,0.107449455777893,0.110493664769608,0.106441652912438,0.106103840792104,0.111991779992892,0.105899561064678,0.107743666258676,0.126722188850367,0.137064517123436,0.134851323869967,0.120687356834235,0.10656261897378,0.12665872825883,0.123618179727802,0.13661691660079,0.121159120342952,0.106129482101606,0.113844959888512,0.111047495061817,0.110569368022263,0.128475585823596,0.106677812349967
"tbats_forec",0.149073719587229,0.124127417025927,0.0876398298919538,0.0726923085084778,0.0839657703014716,0.0862233069501058,0.0758603663329394,0.0768899084800453,0.102318339560753,0.16250353826662,0.22245610741013,0.192284075396591,0.0877931091196917,0.0646888526640398,0.158301573055375,0.206736615656324,0.140225769317674,0.0792671685344506,0.0890991970601839,0.108227585580854,0.115385955178437,0.139317797539929,0.162495241291254,0.161656403503728
"stlm_ar_forec",0.132957839276033,0.095607742793362,0.0790146647251267,0.0950640570656597,0.0938736413017684,0.0836839098466184,0.091482861290289,0.0914924642096758,0.0830790365721534,0.180071771527546,0.198762374560413,0.154352499466208,0.096441778816642,0.0880431025318172,0.14478885357745,0.265406784625861,0.128779877969324,0.121026289064342,0.100657260459123,0.119081233234049,0.145618320871361,0.182478154458847,0.18647337026057,0.118747005737649
"rw_drift_forec",0.06189662027833,0.06179324055666,0.0616898608349901,0.0615864811133201,0.0614831013916501,0.0613797216699801,0.0612763419483101,0.0611729622266402,0.0610695825049702,0.0609662027833002,0.0608628230616302,0.0607594433399602,0.0606560636182903,0.0605526838966203,0.0604493041749503,0.0603459244532803,0.0602425447316103,0.0601391650099404,0.0600357852882704,0.0599324055666004,0.0598290258449304,0.0597256461232604,0.0596222664015905,0.0595188866799205
"thetaf_forec",0.17630100595389,0.0978328269738616,0.0768315664607229,0.100833859461618,0.0926976085907874,0.0840709954467528,0.0863931953002306,0.0992247011481757,0.077795069490072,0.160759197447523,0.19353747292337,0.157631017273287,0.0915356669412204,0.0949553795215023,0.150185409580363,0.210111353329084,0.125480783069604,0.107315869613849,0.0957847907790352,0.108281700214806,0.108712015310018,0.142066572548934,0.190193246491594,0.124709654081642
"naive_forec",0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062
"snaive_forec",0.196,0.078,0.077,0.112,0.077,0.073,0.119,0.065,0.079,0.155,0.182,0.145,0.127,0.065,0.157,0.134,0.183,0.128,0.056,0.126,0.112,0.11,0.176,0.062
