"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"auto_arima_forec",1.1301113380912,1.10314043730115,1.08803467575307,1.08584072622551,1.09436404263286,1.13812932406865,0.587922113710328,-0.00158239076852428,-0.000169701678038404,-0.00162775386343441,-0.000197560805624879,0.0177415938897507,-0.000764198713247413,-0.00112260240573513,-0.00075720081487643,-0.00148567290003566,-0.00112314312317428,-0.00084321427894591,-0.00109019431058796,-0.0007823107534385,-0.00153079172459757,0.307209518585962,1.1886972218346,1.14972587071693
"ets_forec",1.12584498162213,1.09914543640205,1.09737412691681,1.09566630236471,1.1007241577745,1.14393100089689,0.651851031809246,-0.00369008599478154,-0.00338229363051673,-0.00351629724847219,-0.003473889044871,0.000636133577646192,-0.00357428092583872,-0.00364735246775766,-0.00376354861137707,-0.00373064780457116,-0.00367198734713542,-0.00379860655191278,-0.00355447378387336,-0.00374610958214056,-0.00381875270423349,0.389095810496006,1.18545429964842,1.15225307848009
"nnetar_forec",1.12972086813199,1.10384596302398,1.09818048939425,1.100421685695,1.10300282756864,1.15009955301282,0.576483901105589,0.00131284306709756,0.00124786705117469,0.00138827425147336,0.000804070020849645,0.00736205889922792,0.000833298656612302,0.00147262068691351,-0.000546972326085748,-0.000694952916418135,0.000163951735762502,0.000171128079456295,0.000403150611246128,7.12320451606852e-06,0.00204754439804777,0.294017880163349,1.18874350338055,1.15958365632599
"tbats_forec",1.11239859958013,1.10404518266881,1.08208018976944,1.10012494012492,1.08030632786412,1.13993531413153,0.7041430439865,-0.00441147037046482,-0.0268528423926571,-0.00488057735084938,-0.0279784136537953,-0.00425908537770695,-0.028304319171243,-0.00596665736740283,-0.0284195888286348,-0.0061240992977775,-0.0283655285567315,-0.0060519047133609,-0.0282425354800813,-0.00573121785386776,-0.0281282759202353,0.480144969918066,1.16096731432949,1.14983237319494
"stlm_ar_forec",1.12593401117116,1.0989393898069,1.10523575359183,1.09962503832251,1.10352369299898,1.15164258829591,0.617552453852884,0.000642698857169777,-0.00169902372011577,-0.00136986578860643,-0.00121729370284401,0.00460992806782984,-0.0130997856146594,-0.00130098333149459,-0.00275218022871698,-0.00279043793453432,-0.00199576114610611,0.000371401296830498,-8.39833164608117e-05,-0.00173090990085634,0.000912127856176614,0.346988403125335,1.18996318313096,1.15782016577326
"rw_drift_forec",1.15006361829026,1.15012723658052,1.15019085487078,1.15025447316103,1.15031809145129,1.15038170974155,1.15044532803181,1.15050894632207,1.15057256461233,1.15063618290258,1.15069980119284,1.1507634194831,1.15082703777336,1.15089065606362,1.15095427435388,1.15101789264414,1.15108151093439,1.15114512922465,1.15120874751491,1.15127236580517,1.15133598409543,1.15139960238569,1.15146322067594,1.1515268389662
"thetaf_forec",1.23897557914068,1.20821496544446,1.20998764370319,1.20968751897863,1.21289132583577,1.25461151555223,0.790036715933095,0.000543445708474984,0.000389328881521243,0.000709829210559331,0.000335412566575062,0.00219685799541606,0.000328755060272137,0.00049569062251376,0.000379977760905334,0.000385738309088336,0.000497303657433124,0.000326858372150154,0.000499034955488141,0.000491672085012512,0.000385528032461175,0.542942121975066,1.30929930760034,1.27212412471957
"naive_forec",1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
"snaive_forec",1.114,1.099,1.094,1.084,1.089,1.142,0.591,0,0.001,0,0.001,0.028,0.001,0,0.001,0,0,0.001,0,0.001,0,0.305,1.194,1.15
"",1.11400247889502,1.09900148327152,1.09400069533678,1.08400233531509,1.08900175687032,1.14200093558615,0.591007792151144,1.88818701201471e-06,0.00100117220925708,1.86604893679851e-06,0.00100113620713411,0.0279994271599091,0.00100101856606461,1.85614810213776e-06,0.00100107082840367,1.81011523587463e-06,1.19569721003323e-06,0.00100173671052819,1.21758169602456e-06,0.00100173798229428,1.20340527862369e-06,0.305011522792226,1.19399945153276,1.15000125383844
"naive_combi_ff",1.14189433289195,1.1240509568031,1.11945374822215,1.11951340943026,1.12045894068068,1.15785900063329,0.757714954269939,0.254813776313449,0.252345099902633,0.254593310234806,0.252219125174793,0.261894545170585,0.250805167451695,0.254535707977851,0.251788306811677,0.254064202233321,0.251842927350494,0.254702310158763,0.252126638465627,0.25453117922271,0.252355929337005,0.551866478516608,1.19095422784448,1.16587401201966
"selected_ff",1.114,1.099,1.094,1.084,1.089,1.142,0.591,0,0.001,0,0.001,0.028,0.001,0,0.001,0,0,0.001,0,0.001,0,0.305,1.194,1.15
"oracle_ff",1.114,1.099,1.094,1.084,1.089,1.142,0.591,0,0.001,0,0.001,0.028,0.001,0,0.001,0,0,0.001,0,0.001,0,0.305,1.194,1.15
