"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"auto_arima_forec",0.211593081962433,0.147109602604768,0.129484571528934,0.171549640934498,0.183249310959309,0.183055314147718,0.204495664413263,0.203602294989858,0.251877646685051,0.198299282302281,0.19861222041679,0.268435314917127,0.323147882299281,0.201210348830304,0.264958082882615,0.276952491527843,0.239090282462999,0.218912563526869,0.195293773499907,0.200157071892831,0.25134560068936,0.234392987667814,0.209852459195383,0.313723098793341
"ets_forec",0.112377539766072,0.100150822001353,0.0949995747385985,0.0797747352699028,0.0865529466151979,0.0824129307077913,0.150382315111318,0.266237434223643,0.234096523091967,0.161392960670396,0.145428039647897,0.149890349715257,0.123489115571439,0.125733298207044,0.125990710589306,0.156202368149951,0.166480543358607,0.202551706340467,0.126014745113859,0.25160606147907,0.506179962998977,0.258426186074295,0.1756174506143,0.151758986605618
"nnetar_forec",0.329468333837771,0.304660443535412,0.243068521000026,0.21556484315471,0.221720984685289,0.228953678747011,0.271939216083568,0.301081191420497,0.290482497514574,0.272638465413331,0.275189238274175,0.333959104171474,0.33852939523975,0.285771650132711,0.321650820662643,0.345892810026204,0.32566772688481,0.305920224132413,0.267661688409165,0.247576326613449,0.242715695103215,0.302413657354115,0.302424920605678,0.272215483160655
"tbats_forec",0.113572438587997,0.11737762279646,0.11368445927393,0.095453096162946,0.101980878419199,0.104986140482007,0.158692486375244,0.277211007405912,0.248992926003724,0.183163406396913,0.172884933521409,0.190685807397116,0.17415384444483,0.145337033148641,0.175167425619325,0.194116712754663,0.210148082891107,0.236051831006599,0.173699601907545,0.247249454218002,0.491538693680673,0.316262432458024,0.201859306254337,0.181872727074613
"stlm_ar_forec",0.154900908250299,0.170699103521154,0.207886950175645,0.0707385693632883,0.0861312580821506,0.085719000795606,0.126108119978111,0.289846817089908,0.245354192392064,0.130596218706385,0.135652887519509,0.210155609391107,0.267787490457804,0.155490079118,0.223026748186515,0.249947990252653,0.313722709705339,0.270677835924649,0.143163430050319,0.286569785741621,0.581850451694453,0.285540701282677,0.193533637988266,0.254242944113616
"rw_drift_forec",0.138113320079523,0.138226640159046,0.138339960238569,0.138453280318091,0.138566600397614,0.138679920477137,0.13879324055666,0.138906560636183,0.139019880715706,0.139133200795229,0.139246520874752,0.139359840954274,0.139473161033797,0.13958648111332,0.139699801192843,0.139813121272366,0.139926441351889,0.140039761431412,0.140153081510934,0.140266401590457,0.14037972166998,0.140493041749503,0.140606361829026,0.140719681908549
"thetaf_forec",0.181150381725675,0.169723394842536,0.156736682266184,0.108334793126455,0.11468409704224,0.117801065242427,0.207971477765032,0.38027846093531,0.328359370030987,0.233517054429738,0.231777494480907,0.252761516265798,0.174347505166358,0.170165450354484,0.182894214619481,0.227112148460962,0.254595410837669,0.305795769806524,0.245287183019729,0.410500952559721,0.707226255607927,0.363954926396071,0.248015880214158,0.224658711618308
"naive_forec",0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138
"snaive_forec",0.637,0.081,0.095,0.071,0.091,0.09,0.227,0.339,0.18,0.145,0.159,0.599,0.994,0.141,0.604,0.507,0.278,0.191,0.121,0.113,0.113,0.369,0.186,0.138
"",0.114587521126327,0.117320723821047,0.113662059855432,0.0954104527654601,0.101964368275331,0.104961548653966,0.158828208430624,0.277336369037004,0.248867411532593,0.183092869248174,0.172863417046784,0.191474876941983,0.175727439956254,0.145334354800276,0.175991205720419,0.194722225859589,0.210288122720953,0.235973135763846,0.17360560184301,0.247011651611451,0.490829682896014,0.316358316314949,0.201832759544636,0.181800698270515
"naive_combi_ff",0.224019556023308,0.151883069940081,0.146355635469098,0.120985439814432,0.129098452911222,0.129956450066633,0.180375835587022,0.259351529633479,0.228464781826008,0.177971176523808,0.177310148303938,0.253583060312461,0.296992043801473,0.166921593433834,0.241709755972525,0.248337515827182,0.229514577499158,0.223216632463215,0.172252611501273,0.226102894899461,0.352470709049398,0.267609325886944,0.199545557411239,0.201687959252744
"selected_ff",0.113572438587997,0.11737762279646,0.11368445927393,0.095453096162946,0.101980878419199,0.104986140482007,0.158692486375244,0.277211007405912,0.248992926003724,0.183163406396913,0.172884933521409,0.190685807397116,0.17415384444483,0.145337033148641,0.175167425619325,0.194116712754663,0.210148082891107,0.236051831006599,0.173699601907545,0.247249454218002,0.491538693680673,0.316262432458024,0.201859306254337,0.181872727074613
"oracle_ff",0.112377539766072,0.100150822001353,0.0949995747385985,0.0797747352699028,0.0865529466151979,0.0824129307077913,0.150382315111318,0.266237434223643,0.234096523091967,0.161392960670396,0.145428039647897,0.149890349715257,0.123489115571439,0.125733298207044,0.125990710589306,0.156202368149951,0.166480543358607,0.202551706340467,0.126014745113859,0.25160606147907,0.506179962998977,0.258426186074295,0.1756174506143,0.151758986605618
