"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"real",0.133,0.12,0.12,0.121,0.12,0.121,0.128,0.12,0.121,0.152,0.133,0.145,0.131,0.128,0.141,0.135,0.122,0.15,0.155,0.146,0.142,0.131,0.126,0.122
"weighted_ff",0.12401391638627,0.124793758724329,0.123931149920051,0.122626157450848,0.121545972357224,0.121575125977353,0.123017259241736,0.126438815062269,0.132686975408544,0.13900754853681,0.147230322484739,0.155064960787103,0.15718417739865,0.154302371888725,0.148714323363273,0.14472458844022,0.144322072763372,0.149103972382779,0.149256204866438,0.147707204564962,0.140650908951636,0.133161193418355,0.127352708962449,0.124530589290907
"naive_combi_ff",0.126082602777168,0.12807168931497,0.124918811361481,0.124568886627557,0.124523381127011,0.124718598616105,0.12494281850898,0.127739464625676,0.140028709565285,0.13932247354125,0.143095121381278,0.156361128750637,0.151736919871322,0.150480812270545,0.14512537216744,0.140208344593531,0.13713964652504,0.156076151948722,0.143924543984775,0.146439705918341,0.135162462423425,0.133426773173633,0.131066929058477,0.128589493676646
"selected_ff",0.12411847995222,0.124519504104232,0.124053550279794,0.122723146323471,0.121562247482504,0.121554574530342,0.123120902963219,0.126396886166723,0.131610323902446,0.138836752771317,0.147139106181051,0.154040082617732,0.156622939233851,0.15407177807114,0.14890042793541,0.14503304719564,0.144803588678824,0.147419516817865,0.149476123647976,0.14751493284767,0.141106342560622,0.133142018885125,0.127048482252437,0.124310210140697
"oracle_ff",0.12411847995222,0.124519504104232,0.124053550279794,0.122723146323471,0.121562247482504,0.121554574530342,0.123120902963219,0.126396886166723,0.131610323902446,0.138836752771317,0.147139106181051,0.154040082617732,0.156622939233851,0.15407177807114,0.14890042793541,0.14503304719564,0.144803588678824,0.147419516817865,0.149476123647976,0.14751493284767,0.141106342560622,0.133142018885125,0.127048482252437,0.124310210140697
"auto_arima_forec",0.127691188242955,0.131712304856583,0.127098415290064,0.126631304564806,0.12655021055741,0.126516306254424,0.126473705174098,0.129919690837649,0.146955304991977,0.138254401239605,0.13988789820918,0.166796836753108,0.149296587387125,0.15687794896294,0.152985470035736,0.138090644781594,0.13271193012001,0.168185554824712,0.15281021676539,0.145176578336792,0.134179075787552,0.131145416128216,0.132079539926709,0.130527365019072
"ets_forec",0.123072835171911,0.124779632920853,0.122641909503556,0.122346173174637,0.122146569958614,0.122236187556349,0.122739454485696,0.123261321074175,0.134987284903452,0.137076935857415,0.146449663115476,0.159867675518744,0.155672224812636,0.159075194647746,0.149712092380122,0.147742777692855,0.142732979070222,0.152517627249523,0.141889366222298,0.158632154356451,0.132689387341362,0.133715366065321,0.129091001932631,0.123498712147992
"nnetar_forec",0.124974560378923,0.126769395561296,0.122173273976322,0.12220363840679,0.122527396818648,0.122848867687766,0.123370783461228,0.12648239404067,0.148671253739476,0.150078840738617,0.150421476700881,0.152121032892775,0.151072300405368,0.151902039854399,0.147364336179201,0.141323043183766,0.142672323866006,0.158062558957491,0.14767812963043,0.146901693392467,0.139409783998635,0.13872317560254,0.136969441289897,0.137078560283812
"tbats_forec",0.12411847995222,0.124519504104232,0.124053550279794,0.122723146323471,0.121562247482504,0.121554574530342,0.123120902963219,0.126396886166723,0.131610323902446,0.138836752771317,0.147139106181051,0.154040082617732,0.156622939233851,0.15407177807114,0.14890042793541,0.14503304719564,0.144803588678824,0.147419516817865,0.149476123647976,0.14751493284767,0.141106342560622,0.133142018885125,0.127048482252437,0.124310210140697
"stlm_ar_forec",0.126120732475814,0.122031554116643,0.118352895870368,0.120446475789516,0.121254867309648,0.121286680603621,0.121518800065965,0.12447134363004,0.137214339194861,0.142938449618434,0.140253983079723,0.17166202430798,0.159300792029548,0.152909172406207,0.148177126569158,0.143072886057877,0.131877575170306,0.166775936325542,0.147721483147497,0.154017236126115,0.133866525602206,0.131317192457836,0.125982886177949,0.121579949047032
"rw_drift_forec",0.132021868787276,0.132043737574553,0.132065606361829,0.132087475149105,0.132109343936382,0.132131212723658,0.132153081510934,0.132174950298211,0.132196819085487,0.132218687872763,0.13224055666004,0.132262425447316,0.132284294234592,0.132306163021869,0.132328031809145,0.132349900596421,0.132371769383698,0.132393638170974,0.13241550695825,0.132437375745527,0.132459244532803,0.13248111332008,0.132502982107356,0.132524850894632
"thetaf_forec",0.124743759985415,0.125789074700573,0.123883650971398,0.122681766239689,0.12255979407989,0.122893558188784,0.123108638919681,0.124948595583616,0.135623060269863,0.138498193773103,0.146463408485147,0.16150008121808,0.151383140738773,0.156185013470606,0.154660864598185,0.149262801833625,0.13808665243629,0.15733053519239,0.142330069491129,0.158277382460043,0.136751801987649,0.135316676103581,0.128928027839313,0.123785795556576
"naive_forec",0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132
"snaive_forec",0.12,0.133,0.122,0.12,0.12,0.121,0.12,0.13,0.161,0.144,0.153,0.177,0.178,0.159,0.14,0.133,0.137,0.19,0.149,0.143,0.134,0.133,0.135,0.132
