"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"real",0.099,0.139,0.09,0.108,0.136,0.098,0.129,0.099,0.098,0.121,0.125,0.182,0.116,0.097,0.402,0.112,0.791,0.449,0.686,0.058,0.232,0.748,0.172,0.127
"weighted_ff",0.115450117188686,0.127141448947748,0.116924442907783,0.133612118297111,0.104652315737176,0.156142731103066,0.350610912367478,0.166202457117787,0.125295815924407,0.148137183888961,0.11946014298637,0.139336123379275,0.125620667903138,0.155966809072979,0.173968487486273,0.149994943048937,0.175172005529152,0.15963741158675,0.153059280910976,0.198438289385897,0.332451751373692,0.344566909912555,0.207454036608498,0.14386161078962
"naive_combi_ff",0.105466129931759,0.120236805803914,0.11975703115337,0.114222958876602,0.110168365499329,0.282163730160157,0.386483374427552,0.1907788481059,0.159779516003645,0.171015346872645,0.160782550606945,0.169823765994616,0.157301658507643,0.140096860323386,0.193683782782145,0.155329583280312,0.209877953062671,0.16576366545469,0.179417965092452,0.213416219870415,0.354768982237243,0.347850989250189,0.214625500848585,0.170353902721408
"selected_ff",0.115453383148659,0.127144860561172,0.116927408654648,0.133617771367208,0.10465590004081,0.15602367360909,0.35058332537578,0.166201637152762,0.12529140235203,0.148133965857193,0.119452774646566,0.139328215032755,0.125615029112815,0.155975531633498,0.173975183587647,0.150001093362082,0.175174755444436,0.159644684358106,0.153061840603671,0.198450637877657,0.332478950768966,0.344599480006493,0.207469616392484,0.143863605683583
"oracle_ff",0.116077534791252,0.116155069582505,0.116232604373757,0.11631013916501,0.116387673956262,0.116465208747515,0.116542743538767,0.11662027833002,0.116697813121272,0.116775347912525,0.116852882703777,0.11693041749503,0.117007952286282,0.117085487077535,0.117163021868787,0.11724055666004,0.117318091451292,0.117395626242545,0.117473161033797,0.11755069582505,0.117628230616302,0.117705765407555,0.117783300198807,0.11786083499006
"auto_arima_forec",0.118916371691238,0.159203330066515,0.169774345973487,0.184162606382166,0.177893197717929,0.356254580864559,0.263627768936433,0.19073254931425,0.186453077138438,0.199249019918907,0.193417701150263,0.202413293218622,0.191549475079652,0.187162275575161,0.185073060992878,0.184655385772306,0.18758142909494,0.184028598758045,0.185909565152686,0.184237628452275,0.185909580840847,0.184446628700073,0.182147701571284,0.184864616885165
"ets_forec",0.113552735312906,0.115145613566414,0.144594533956479,0.127582171653555,0.12354372239027,0.180198511140309,0.717435237683967,0.233033494217828,0.214284904658051,0.218715796754289,0.217046309297427,0.258358606924678,0.230439577077887,0.271001354668432,0.516286065877233,0.307814301982011,0.52954535531769,0.372947054079373,0.390389413800461,0.55830014674238,1.12454819334008,1.2830253555597,0.654066464859029,0.467881857410828
"nnetar_forec",0.0349247466744477,0.166068712070166,0.140471415167885,0.0888954360002046,0.188104712519668,0.422858476674891,0.44944178337923,0.340340052539817,0.291007997266429,0.394708407568772,0.402856991322998,0.345373007449939,0.284017163012709,0.0520284279107817,0.204259784813885,0.154994311780082,0.276325152578037,0.14158202534279,0.257981693104046,0.266925313500189,0.377341310000334,0.114342099945808,0.134411415602817,0.119905118492623
"tbats_forec",0.115453383148659,0.127144860561172,0.116927408654648,0.133617771367208,0.10465590004081,0.15602367360909,0.35058332537578,0.166201637152762,0.12529140235203,0.148133965857193,0.119452774646566,0.139328215032755,0.125615029112815,0.155975531633498,0.173975183587647,0.150001093362082,0.175174755444436,0.159644684358106,0.153061840603671,0.198450637877657,0.332478950768966,0.344599480006493,0.207469616392484,0.143863605683583
"stlm_ar_forec",0.142023049964247,0.0753427767006807,0.0966324088012319,0.0483841326086171,0.00726019874964672,0.157536498687477,0.661310955586498,0.306870232827122,0.183696845916921,0.0817170731711334,0.0488127400402307,0.0720796126287927,0.124676909878085,0.144136105868493,0.176521653881749,0.163336020231569,0.226613697703109,0.182930575954201,0.167842069263907,0.228605833294735,0.567486943909505,0.609215501894614,0.278551002530434,0.179840735374456
"rw_drift_forec",0.116077534791252,0.116155069582505,0.116232604373757,0.11631013916501,0.116387673956262,0.116465208747515,0.116542743538767,0.11662027833002,0.116697813121272,0.116775347912525,0.116852882703777,0.11693041749503,0.117007952286282,0.117085487077535,0.117163021868787,0.11724055666004,0.117318091451292,0.117395626242545,0.117473161033797,0.11755069582505,0.117628230616302,0.117705765407555,0.117783300198807,0.11786083499006
"thetaf_forec",0.082247347803076,0.0710708896877741,0.0731805634528393,0.074054372712655,0.0636698841193697,0.093136621717574,0.30840855534729,0.102211388571302,0.0805836035796671,0.0788385106709887,0.0756035563012433,0.0779307412017288,0.078408820121355,0.0904825601765733,0.136875274017126,0.0889245797347145,0.131343095974531,0.105344424357153,0.105103942873501,0.13767572314145,0.25052763065915,0.247324071737465,0.138200006482409,0.0869683556559543
"naive_forec",0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116
"snaive_forec",0.11,0.136,0.104,0.139,0.094,0.941,0.495,0.145,0.124,0.185,0.157,0.2,0.148,0.127,0.117,0.115,0.129,0.112,0.121,0.113,0.121,0.114,0.103,0.116
