"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"auto_arima_forec",0.0398824474664439,0.0362695994103995,0.037001292089121,0.0395454149052517,0.0368431878934886,0.0388304722003883,0.0520526497516202,0.0426738634426546,0.0377871818329073,0.0396992841272703,0.0362297959441424,0.0368091402225539,0.038733884698149,0.0400727231846549,0.0364228962799691,0.0363398708235601,0.0382096707458425,0.0391827105975831,0.0370368322100437,0.0363881394116723,0.038582280510073,0.0388101003671232,0.0360020338745002,0.037464452412198
"ets_forec",0.0428668718480771,0.0356699568376096,0.0353535388937016,0.0418482541997758,0.0439247908024135,0.0406599383964227,0.0479023924291419,0.0413613245706051,0.0387431618185907,0.0357092831618247,0.0314145996229068,0.0373574953583334,0.0413582059701118,0.0369118693421803,0.0332945498108583,0.0378025982727941,0.0395401483388075,0.0342744228341812,0.0348649180483947,0.037380908687628,0.037875874188564,0.0364309108171568,0.0346631984441156,0.0404832171691062
"nnetar_forec",0.0374707222758557,0.0347343322687059,0.0374335951778383,0.0373189991237462,0.037207887341299,0.0368443275821777,0.0381756126775669,0.0364594128707638,0.0357365895985532,0.0376690022128346,0.0374052894907825,0.0369318853696919,0.0369548133638661,0.0379857281864949,0.0362922736912186,0.0365325883817127,0.0376943015906475,0.0377444728812575,0.0367362130222047,0.0362443465238105,0.0374398365062964,0.0370432530002909,0.0366173167860487,0.0369876794923258
"tbats_forec",0.0447836525435345,0.0385688787581863,0.0313620564636793,0.0274689619552363,0.0269964658439605,0.0288889093901368,0.0315866505767973,0.0333222939326935,0.0332227439539728,0.0320351404495113,0.0313228182438554,0.0322470688034539,0.0349889082066392,0.0384898524942177,0.0406227716535594,0.0396797105681725,0.0362009738581467,0.0325541343204926,0.0309578522744027,0.0326081866956214,0.0377698935923236,0.0452433014120879,0.0514330285987946,0.0519448663179404
"stlm_ar_forec",0.0444191676745502,0.0456790069387257,0.0502888902161464,0.0492886844371626,0.0586898455068963,0.0586036258015857,0.0602936565053111,0.0520254614159212,0.0531447174089019,0.0548662552018493,0.0490783346248881,0.052876497632993,0.0583811591359663,0.0564858586344989,0.0497391726866804,0.0541956284825519,0.0616208736124372,0.0595433644961424,0.0563646877649691,0.058048882985953,0.0650592640085477,0.0631927681215157,0.0612690385394436,0.0663777155456853
"rw_drift_forec",0.0406640159045726,0.0393280318091451,0.0379920477137177,0.0366560636182902,0.0353200795228628,0.0339840954274354,0.0326481113320079,0.0313121272365805,0.029976143141153,0.0286401590457256,0.0273041749502981,0.0259681908548707,0.0246322067594433,0.0232962226640158,0.0219602385685884,0.0206242544731609,0.0192882703777335,0.0179522862823061,0.0166163021868786,0.0152803180914512,0.0139443339960237,0.0126083499005963,0.0112723658051688,0.00993638170974141
"thetaf_forec",0.0573539536071858,0.0291112271430451,0.0278198217329129,0.0278885265207672,0.0297437059472694,0.0295646976880591,0.0264953911750824,0.0312521051329726,0.0314485862795473,0.0275799413010827,0.0354167598908889,0.0333130609622677,0.030936790816776,0.0418776668757427,0.0365316744874289,0.0413842266604984,0.031757436591247,0.0277370148847069,0.0249809939281327,0.026282491804794,0.0297143882618782,0.0522864029239583,0.0449075026187664,0.0468445523117539
"naive_forec",0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042
"snaive_forec",0.045,0.035,0.028,0.044,0.039,0.031,0.033,0.043,0.039,0.03,0.031,0.043,0.044,0.028,0.035,0.043,0.038,0.029,0.038,0.044,0.036,0.031,0.036,0.042
"",0.0446345981442652,0.0359735948877436,0.0297727844124743,0.0424669275510222,0.0383592471589723,0.0320314423347741,0.0339868469913165,0.042103515867939,0.0387977265215816,0.0314262904662431,0.0321461791347539,0.041935695540103,0.042965721818467,0.0302915550735741,0.0360552612186424,0.0424715479069033,0.0381670257509767,0.0305982083482045,0.0377324291968383,0.0427057283975949,0.0366371874208448,0.0331759642754742,0.0376310878506983,0.042549239916508
"naive_combi_ff",0.04382675903558,0.0373734481295353,0.036361249143013,0.0384461005289144,0.0388584403175767,0.0378195629429117,0.0404616071608364,0.0392673987335768,0.0378954582259585,0.0364665628333443,0.0356857525297514,0.0378337043560183,0.0391095521056613,0.0383466579313117,0.0368737307975892,0.0390620975180501,0.0382568527905402,0.0355542673662966,0.0352841999372251,0.0364703638001034,0.0375984301181896,0.0398461207269699,0.0393516094074264,0.0415598738843057
"selected_ff",0.045,0.035,0.028,0.044,0.039,0.031,0.033,0.043,0.039,0.03,0.031,0.043,0.044,0.028,0.035,0.043,0.038,0.029,0.038,0.044,0.036,0.031,0.036,0.042
"oracle_ff",0.0374707222758557,0.0347343322687059,0.0374335951778383,0.0373189991237462,0.037207887341299,0.0368443275821777,0.0381756126775669,0.0364594128707638,0.0357365895985532,0.0376690022128346,0.0374052894907825,0.0369318853696919,0.0369548133638661,0.0379857281864949,0.0362922736912186,0.0365325883817127,0.0376943015906475,0.0377444728812575,0.0367362130222047,0.0362443465238105,0.0374398365062964,0.0370432530002909,0.0366173167860487,0.0369876794923258
