"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"real",0.025,0.024,0.028,0.035,0.025,0.025,0.023,0.024,0.031,0.034,0.101,0.025,0.025,0.035,0.03,0.025,0.028,0.036,0.023,0.031,0.034,0.023,0.03,0.034
"weighted_ff",0.0929197928963527,0.0811080985251965,0.0643625388464139,0.0572035785434747,0.0614087966047692,0.0566529588832006,0.0484595526306962,0.0575262828119514,0.106331049310049,0.111329475473276,0.0938244081432396,0.080186975047333,0.0806142661061457,0.0696307212878546,0.0582069676210688,0.0641462890881694,0.0871554647290995,0.0894520843291575,0.0724545914139273,0.0909793808550671,0.153846070166126,0.193131371401652,0.121772987839714,0.0831723168699034
"naive_combi_ff",0.105373185476385,0.0966134846208261,0.0993373935752609,0.0792835902816058,0.0747201920984043,0.0684574148637031,0.0721212609823829,0.0729540833725128,0.229119675078174,0.155420677348608,0.133880079503373,0.107727559016836,0.100942142889649,0.0911986135116259,0.0770177075935657,0.0797903367730539,0.105337585343739,0.148017515047437,0.106371251640663,0.126664544516595,0.203470617453816,0.268546863267996,0.175218819778596,0.124423072826402
"selected_ff",0.0918474818066621,0.0813437452544442,0.0636354659595445,0.0581397037450926,0.0622834181098174,0.0573516127274108,0.0491597189568558,0.058710059471712,0.0902836928431357,0.107465560498272,0.0916334736592498,0.0822523841049906,0.0827339239205358,0.0712425352935482,0.0584453709782301,0.0654250562728969,0.0857147611395964,0.0838019587927301,0.071446273202704,0.0916911289430069,0.156574009392948,0.176944831288075,0.117160025347262,0.0819867653710757
"oracle_ff",0.116,0.073,0.077,0.031,0.037,0.036,0.027,0.026,0.475,0.199,0.141,0.028,0.027,0.028,0.048,0.03,0.118,0.217,0.092,0.071,0.086,0.571,0.228,0.107
"auto_arima_forec",0.119135917181181,0.0941587606967291,0.088503042726674,0.069620735717765,0.0689240851006994,0.0670082463853476,0.0631653598262323,0.0622464064294003,0.204715528148799,0.116687423534847,0.0980976878375201,0.0620647343304596,0.0616945053187502,0.0619806763906754,0.0683235572315695,0.0625853134638707,0.0905728362174382,0.122062570321119,0.0822943286282262,0.0756120302781973,0.0803828447079667,0.234672231948428,0.125555388515969,0.0870621725840816
"ets_forec",0.122018448615949,0.10003600609794,0.10209929184037,0.0766036753470986,0.0820675865083793,0.0760385498408662,0.076868461513144,0.0660943898686945,0.270829549371022,0.229588496935691,0.245175575917195,0.18665552885603,0.225606598391304,0.155252274112253,0.130139425914432,0.15132926442667,0.166334426463519,0.22484105855312,0.148582174612366,0.21722289364026,0.54744943811598,0.421328666401963,0.272238460025928,0.189032726545609
"nnetar_forec",0.0836206027617696,0.112648638320645,0.166093211471388,0.118151407177766,0.0664162829354786,0.00967625634600852,0.0510462269582976,0.0985391924705089,0.431164768735076,0.169168785266644,0.120798963836192,0.0959220729417243,0.0477937878423587,0.0950444085898434,0.0141193644553985,0.01877316858096,0.0695268310072399,0.217532710060649,0.152192989661239,0.181996763092079,0.108158787061411,0.271710213737002,0.340611199814877,0.214627348607817
"tbats_forec",0.0918474818066621,0.0813437452544442,0.0636354659595445,0.0581397037450926,0.0622834181098174,0.0573516127274108,0.0491597189568558,0.058710059471712,0.0902836928431357,0.107465560498272,0.0916334736592498,0.0822523841049906,0.0827339239205358,0.0712425352935482,0.0584453709782301,0.0654250562728969,0.0857147611395964,0.0838019587927301,0.071446273202704,0.0916911289430069,0.156574009392948,0.176944831288075,0.117160025347262,0.0819867653710757
"stlm_ar_forec",0.0791651296824696,0.0836062721401631,0.0788157336206735,0.0508651002529734,0.0408664154064759,0.0615297834746106,0.0812053550218223,0.0481113199625188,0.168981471302013,0.189013207630971,0.115946849631199,0.148256522098438,0.0845198450956874,0.0729282989958347,0.058909170984255,0.0619081375989419,0.0764813606954778,0.0950610906602622,0.0802892527340971,0.128960040604913,0.235298115742105,0.223781553697343,0.113138168817867,0.0798511093884302
"rw_drift_forec",0.107079522862823,0.107159045725646,0.107238568588469,0.107318091451292,0.107397614314115,0.107477137176938,0.107556660039761,0.107636182902585,0.107715705765408,0.107795228628231,0.107874751491054,0.107954274353877,0.1080337972167,0.108113320079523,0.108192842942346,0.108272365805169,0.108351888667992,0.108431411530815,0.108510934393638,0.108590457256461,0.108669980119284,0.108749502982107,0.10882902584493,0.108908548707754
"thetaf_forec",0.122491566376608,0.110568893351867,0.103651227970229,0.0948535988424643,0.100526326510673,0.0940351478221456,0.0860895665253324,0.0822491992471965,0.206386359538117,0.173067393642812,0.177393413157945,0.151442514466006,0.164096828221507,0.121226008142955,0.10002963583586,0.112819724808977,0.126056163902392,0.156426835508241,0.115025311533695,0.157907586834434,0.401702381944652,0.301734769357049,0.164437109640526,0.144338984232854
"naive_forec",0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107
"snaive_forec",0.116,0.073,0.077,0.031,0.037,0.036,0.027,0.026,0.475,0.199,0.141,0.028,0.027,0.028,0.048,0.03,0.118,0.217,0.092,0.071,0.086,0.571,0.228,0.107
