"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"real",0.102,0.058,0.046,0.061,0.118,0.054,0.06,0.054,0.044,0.063,0.046,0.054,0.309,0.047,0.05,0.126,0.143,0.073,0.065,0.578,0.39,0.084,0.061,0.048
"weighted_ff",0.118968114039007,0.0707671966081774,0.0576752079896833,0.0547362098430374,0.0589200256703111,0.0641283709241294,0.0611753577941683,0.0522090792962275,0.0484406616479067,0.0556752387212876,0.071096061185121,0.0819877063817396,0.0821476992699228,0.082792135804362,0.0911981667064467,0.0972830820566545,0.0876648996078142,0.0737547248269152,0.0751294227566622,0.101566735409461,0.14520251251644,0.161615516687158,0.131495274103207,0.0945564673919982
"naive_combi_ff",0.170057861737595,0.158754115239792,0.169681523979803,0.157955888117364,0.155788944009076,0.146815770776075,0.145539285530527,0.127581012384395,0.129171393217487,0.133067802107061,0.140625367270672,0.153301325463536,0.156739083802081,0.142788500497766,0.168948843406518,0.218766909469862,0.1670407173343,0.185449307579386,0.135952589511612,0.165964163200006,0.23786046863288,0.192734487115411,0.200952802825531,0.183499758668436
"selected_ff",0.118964356372728,0.0707516428436541,0.0576488864702789,0.0547136398647394,0.0588991700549014,0.0641108490619632,0.0611543928209634,0.0521882410666601,0.0484206437894891,0.0556566335117075,0.0710775349164699,0.081971960748849,0.082129427987237,0.0827785784371426,0.0911723358697483,0.0972176507398771,0.0876358664051696,0.0737263267243424,0.0751142101623327,0.101555084078057,0.145187213760462,0.161617118884678,0.131457331484464,0.0945050696025343
"oracle_ff",0.118964356372728,0.0707516428436541,0.0576488864702789,0.0547136398647394,0.0588991700549014,0.0641108490619632,0.0611543928209634,0.0521882410666601,0.0484206437894891,0.0556566335117075,0.0710775349164699,0.081971960748849,0.082129427987237,0.0827785784371426,0.0911723358697483,0.0972176507398771,0.0876358664051696,0.0737263267243424,0.0751142101623327,0.101555084078057,0.145187213760462,0.161617118884678,0.131457331484464,0.0945050696025343
"auto_arima_forec",0.172954106049146,0.12064361409792,0.126551760206466,0.103803473758794,0.0984688408618654,0.0979280411966324,0.0982325999800747,0.102062768693716,0.0958704749060628,0.0929260193680665,0.100093957807746,0.0923459851083468,0.0963291758079495,0.0976874717073141,0.110364477561161,0.164754629939627,0.111175465063327,0.292887101702414,0.0988259596535935,0.0998349403564008,0.141913144470787,0.0995393675971404,0.134655717805683,0.133926328908677
"ets_forec",0.104022788247294,0.061044306148156,0.0578615469871902,0.0629564261619855,0.0599940125801889,0.0604860248172896,0.0746173041980917,0.0561685746176314,0.0543841996147964,0.0596799215122542,0.0954631967621289,0.251086942209484,0.205551403520967,0.111387937720063,0.182887040391022,0.204750306346958,0.145378821188312,0.132005671891391,0.0930580245388672,0.177534746412086,0.395387163326512,0.3637041081184,0.226177588275977,0.191759095545667
"nnetar_forec",0.264070759063426,0.351628419728317,0.411846511090489,0.359708739204508,0.328968962703122,0.250058589047066,0.159745003124048,0.138764047360381,0.1798946370594,0.14932585260112,0.0652583881097961,0.012520675026272,0.0120285769974538,0.0704230126823094,0.0840653317015187,0.113307240530633,0.0733914227839348,0.013464401512112,0.0618046487055648,0.0838122371376694,0.0455732658264559,0.0495560858852899,0.091454012940049,-0.00661603029198927
"tbats_forec",0.118964356372728,0.0707516428436541,0.0576488864702789,0.0547136398647394,0.0588991700549014,0.0641108490619632,0.0611543928209634,0.0521882410666601,0.0484206437894891,0.0556566335117075,0.0710775349164699,0.081971960748849,0.082129427987237,0.0827785784371426,0.0911723358697483,0.0972176507398771,0.0876358664051696,0.0737263267243424,0.0751142101623327,0.101555084078057,0.145187213760462,0.161617118884678,0.131457331484464,0.0945050696025343
"stlm_ar_forec",0.073795454370445,0.056763469864836,0.0584443250767546,0.0537985207301004,0.073399131983396,0.0663075313915858,0.123686206547196,0.0192446625178124,0.0184331284797041,0.0704689218897608,0.12078300093993,0.0936138872448308,0.15724169245714,0.120025530191958,0.120898861591281,0.1869534439948,0.156333109856299,0.294792367522993,0.0809030641109219,0.194541070887462,0.402898873050329,0.104316035958034,0.112503298983324,0.112885827932272
"rw_drift_forec",0.328417495029821,0.328834990059642,0.329252485089463,0.329669980119284,0.330087475149105,0.330504970178926,0.330922465208748,0.331339960238569,0.33175745526839,0.332174950298211,0.332592445328032,0.333009940357853,0.333427435387674,0.333844930417495,0.334262425447316,0.334679920477137,0.335097415506958,0.335514910536779,0.3359324055666,0.336349900596422,0.336767395626243,0.337184890656064,0.337602385685885,0.338019880715706
"thetaf_forec",0.0812957965054915,0.0581205944156043,0.0615282008975839,0.0609522132168615,0.0592829027491027,0.0739459312912094,0.0694955978956241,0.0554608569647824,0.0557819998395434,0.0623779197824265,0.0903597815719482,0.144162538476187,0.140944042060304,0.0869490433236123,0.133889118096611,0.117238993199724,0.108354355204695,0.131652988324444,0.101934992866628,0.117049489331956,0.283017161635128,0.244692776939097,0.1397248902544,0.131017655603055
"naive_forec",0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328
"snaive_forec",0.059,0.053,0.096,0.068,0.065,0.05,0.064,0.065,0.05,0.047,0.062,0.043,0.055,0.054,0.135,0.422,0.158,0.067,0.048,0.055,0.062,0.046,0.307,0.328
