"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"auto_arima_forec",0.186681591693992,0.219214865802406,0.198451219392138,0.171030920590995,0.164926704375737,0.164394240983281,0.28981266763484,0.184638298468157,0.163131883512803,0.163313089475863,0.164033857147475,0.171017738003959,0.173935286225732,0.169047795448905,0.274278861459114,0.192116417121119,0.266941386962949,0.259828016446392,0.212395966186476,0.180560811336723,0.216762853992754,0.169786815933336,0.296027016966953,0.232950719294485
"ets_forec",0.157894862265656,0.250198873602488,0.224764137305579,0.234108666886405,0.189680909428412,0.136884206297048,0.538465079034798,0.235674943210539,0.125444680383678,0.136715247950606,0.135653935708125,0.134211767772462,0.129340533197697,0.13068600833129,0.234843224954175,0.233105899902982,0.247197400005402,0.179166285697918,0.181181645572674,0.158748028229353,0.184924604353738,0.240708263449918,0.356262144637089,0.244676700363325
"nnetar_forec",0.202180697515939,0.295058207995434,0.230465018476463,0.213968522680225,0.19536675317988,0.171804167403314,0.303138858828556,0.223409439446587,0.186560033329607,0.1934480980908,0.185401414544443,0.198230222241065,0.173236969311195,0.164575357675802,0.179114303013466,0.170154212151874,0.200015745901271,0.183913699249927,0.187974880112856,0.172832460994293,0.205728181861573,0.172173113531725,0.206251597861353,0.217136546485782
"tbats_forec",0.203563970047037,0.226472025022725,0.22006128010956,0.230079235003795,0.149120738561723,0.144350910646052,0.331192916386268,0.248467230008112,0.124453866156919,0.137517544832268,0.131768885694948,0.127913613470839,0.12852426801435,0.12835328926974,0.183250928466741,0.207726513480527,0.198713665706079,0.180259842050994,0.147541996018655,0.162190364777832,0.160164716320821,0.192585726643358,0.285393003775825,0.209024387230328
"stlm_ar_forec",0.176521936858939,0.258000743695121,0.213678668429121,0.151923467423161,0.191786748043316,0.157935925935046,0.58805834899844,0.240423316379134,0.138419400147767,0.131768252237835,0.135651371277239,0.143389055726432,0.132760741157182,0.13762075166778,0.289655759015102,0.202199059064345,0.262324565616804,0.219707768157439,0.19678921594282,0.149843418331849,0.172669943497514,0.150454762624712,0.338172873846452,0.236876031732375
"rw_drift_forec",0.378502982107356,0.379005964214712,0.379508946322068,0.380011928429423,0.380514910536779,0.381017892644135,0.381520874751491,0.382023856858847,0.382526838966203,0.383029821073559,0.383532803180915,0.38403578528827,0.384538767395626,0.385041749502982,0.385544731610338,0.386047713717694,0.38655069582505,0.387053677932406,0.387556660039761,0.388059642147117,0.388562624254473,0.389065606361829,0.389568588469185,0.390071570576541
"thetaf_forec",0.185735108777159,0.238592088939504,0.215759279703429,0.22821717501159,0.182206237324906,0.133246204891178,0.487899523201232,0.229057189763062,0.120922497828576,0.137082184272869,0.131028745635868,0.127032690246316,0.12705902556564,0.121882257686291,0.218140632164622,0.218477903931744,0.236380894615242,0.178650524378816,0.174803991946332,0.152647838423627,0.178992056395914,0.224149840422788,0.336305135298076,0.233623237987265
"naive_forec",0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378
"snaive_forec",0.126,0.241,0.282,0.135,0.113,0.105,0.811,0.221,0.106,0.105,0.105,0.148,0.114,0.136,0.137,0.132,0.265,0.172,0.213,0.155,0.349,0.118,0.369,0.378
"",0.203479150576027,0.226496354773198,0.220130331430303,0.229974862859018,0.149098871109848,0.144315853374155,0.331747759535693,0.248433374393298,0.12444492021452,0.13749190026135,0.13175051162164,0.127946920917766,0.128519668567049,0.12837154351216,0.183224916074719,0.207651823566377,0.198804943488271,0.1802634896511,0.147631263768491,0.162188485811428,0.160382198472486,0.192515313452153,0.285498313357544,0.209218547314919
"naive_combi_ff",0.221675683251786,0.276171418808043,0.260298727748706,0.235815546225066,0.216067000161195,0.196959283200006,0.456565363203958,0.260299363792715,0.191717688925061,0.196208248659311,0.194452334798779,0.201314541416594,0.193488398985269,0.194578578842532,0.253314271187062,0.235536413263365,0.271236039403644,0.237619979323766,0.231027150646619,0.210875840471199,0.248311664519643,0.226102680996407,0.328331151206104,0.280039910407789
"selected_ff",0.203563970047037,0.226472025022725,0.22006128010956,0.230079235003795,0.149120738561723,0.144350910646052,0.331192916386268,0.248467230008112,0.124453866156919,0.137517544832268,0.131768885694948,0.127913613470839,0.12852426801435,0.12835328926974,0.183250928466741,0.207726513480527,0.198713665706079,0.180259842050994,0.147541996018655,0.162190364777832,0.160164716320821,0.192585726643358,0.285393003775825,0.209024387230328
"oracle_ff",0.203563970047037,0.226472025022725,0.22006128010956,0.230079235003795,0.149120738561723,0.144350910646052,0.331192916386268,0.248467230008112,0.124453866156919,0.137517544832268,0.131768885694948,0.127913613470839,0.12852426801435,0.12835328926974,0.183250928466741,0.207726513480527,0.198713665706079,0.180259842050994,0.147541996018655,0.162190364777832,0.160164716320821,0.192585726643358,0.285393003775825,0.209024387230328
